Vehicle ID,Timestamp,Location,Vehicle Type,Speed (km/h),Direction,Lane Number
1,2023-02-01 06:00:00,MS1,Motorcycle,56,Inbound,1
2,2023-02-01 06:30:00,MS1,Bicycle,43,Inbound,3
3,2023-02-01 07:00:00,MS1,Bus,48,Outbound,3
4,2023-02-01 07:30:00,MS1,Bicycle,68,Outbound,3
5,2023-02-01 08:00:00,MS1,Bicycle,65,Inbound,1
6,2023-02-01 08:30:00,MS1,Truck,50,Inbound,2
7,2023-02-01 09:00:00,MS1,Bus,54,Inbound,1
8,2023-02-01 09:30:00,MS1,Bus,52,Inbound,2
9,2023-02-01 10:00:00,MS1,Bus,40,Inbound,3
10,2023-02-01 10:30:00,MS1,Bicycle,51,Outbound,3
11,2023-02-01 11:00:00,MS1,Motorcycle,42,Outbound,1
12,2023-02-01 11:30:00,MS1,Bus,52,Outbound,1
13,2023-02-01 12:00:00,MS1,Bicycle,22,Outbound,2
14,2023-02-01 12:30:00,MS1,Truck,37,Inbound,2
15,2023-02-01 13:00:00,MS1,Motorcycle,44,Inbound,1
16,2023-02-01 13:30:00,MS1,Truck,61,Inbound,2
17,2023-02-01 14:00:00,MS1,Motorcycle,50,Outbound,1
18,2023-02-01 14:30:00,MS1,Bicycle,22,Outbound,2
19,2023-02-01 15:00:00,MS1,Car,59,Inbound,1
20,2023-02-01 15:30:00,MS1,Motorcycle,65,Inbound,1
21,2023-02-01 16:00:00,MS1,Truck,43,Outbound,1
22,2023-02-01 16:30:00,MS1,Bicycle,69,Outbound,2
23,2023-02-01 17:00:00,MS1,Motorcycle,51,Inbound,2
24,2023-02-01 17:30:00,MS1,Car,66,Inbound,2
25,2023-02-01 18:00:00,MS1,Car,41,Outbound,1
26,2023-02-01 18:30:00,MS1,Bus,42,Inbound,2
27,2023-02-01 19:00:00,MS1,Bus,21,Inbound,2
28,2023-02-01 19:30:00,MS1,Truck,46,Inbound,1
29,2023-02-01 20:00:00,MS1,Motorcycle,61,Outbound,3
30,2023-02-01 20:30:00,MS1,Motorcycle,21,Outbound,1
31,2023-02-01 21:00:00,MS1,Bus,45,Outbound,2
32,2023-02-01 21:30:00,MS1,Motorcycle,36,Outbound,1
33,2023-02-01 22:00:00,MS1,Motorcycle,59,Outbound,3
34,2023-02-01 22:30:00,MS1,Car,52,Outbound,1
35,2023-02-01 23:00:00,MS1,Bus,28,Outbound,2
36,2023-02-01 23:30:00,MS1,Bicycle,62,Inbound,3
37,2023-02-02 00:00:00,MS1,Bus,67,Inbound,2
38,2023-02-02 00:30:00,MS1,Bicycle,58,Inbound,3
39,2023-02-02 01:00:00,MS1,Car,48,Inbound,3
40,2023-02-02 01:30:00,MS1,Truck,61,Inbound,1
41,2023-02-02 02:00:00,MS1,Motorcycle,45,Inbound,1
42,2023-02-02 02:30:00,MS1,Car,54,Inbound,2
43,2023-02-02 03:00:00,MS1,Motorcycle,69,Outbound,1
44,2023-02-02 03:30:00,MS1,Truck,44,Outbound,1
45,2023-02-02 04:00:00,MS1,Truck,43,Inbound,3
46,2023-02-02 04:30:00,MS1,Car,32,Inbound,1
47,2023-02-02 05:00:00,MS1,Truck,26,Outbound,3
48,2023-02-02 05:30:00,MS1,Bicycle,55,Inbound,3
49,2023-02-02 06:00:00,MS1,Truck,64,Inbound,3
50,2023-02-02 06:30:00,MS1,Motorcycle,39,Outbound,2
51,2023-02-02 07:00:00,MS1,Motorcycle,20,Inbound,2
52,2023-02-02 07:30:00,MS1,Motorcycle,27,Outbound,2
53,2023-02-02 08:00:00,MS1,Motorcycle,65,Inbound,3
54,2023-02-02 08:30:00,MS1,Bicycle,35,Outbound,2
55,2023-02-02 09:00:00,MS1,Bus,33,Outbound,2
56,2023-02-02 09:30:00,MS1,Car,31,Outbound,1
57,2023-02-02 10:00:00,MS1,Motorcycle,42,Inbound,2
58,2023-02-02 10:30:00,MS1,Truck,34,Outbound,2
59,2023-02-02 11:00:00,MS1,Motorcycle,47,Inbound,3
60,2023-02-02 11:30:00,MS1,Truck,53,Inbound,3
61,2023-02-02 12:00:00,MS1,Truck,21,Inbound,3
62,2023-02-02 12:30:00,MS1,Motorcycle,51,Inbound,3
63,2023-02-02 13:00:00,MS1,Bicycle,42,Outbound,3
64,2023-02-02 13:30:00,MS1,Truck,41,Outbound,3
65,2023-02-02 14:00:00,MS1,Truck,44,Inbound,2
66,2023-02-02 14:30:00,MS1,Motorcycle,41,Inbound,3
67,2023-02-02 15:00:00,MS1,Truck,41,Outbound,3
68,2023-02-02 15:30:00,MS1,Truck,68,Inbound,1
69,2023-02-02 16:00:00,MS1,Motorcycle,61,Outbound,2
70,2023-02-02 16:30:00,MS1,Motorcycle,25,Inbound,2
71,2023-02-02 17:00:00,MS1,Car,34,Inbound,2
72,2023-02-02 17:30:00,MS1,Bicycle,62,Outbound,3
73,2023-02-02 18:00:00,MS1,Bicycle,56,Inbound,3
74,2023-02-02 18:30:00,MS1,Truck,52,Outbound,3
75,2023-02-02 19:00:00,MS1,Bicycle,27,Inbound,1
76,2023-02-02 19:30:00,MS1,Truck,63,Inbound,3
77,2023-02-02 20:00:00,MS1,Car,63,Inbound,1
78,2023-02-02 20:30:00,MS1,Motorcycle,24,Outbound,2
79,2023-02-02 21:00:00,MS1,Motorcycle,58,Inbound,3
80,2023-02-02 21:30:00,MS1,Motorcycle,23,Inbound,1
81,2023-02-02 22:00:00,MS1,Bicycle,25,Inbound,1
82,2023-02-02 22:30:00,MS1,Car,64,Inbound,3
83,2023-02-02 23:00:00,MS1,Bicycle,51,Outbound,2
84,2023-02-02 23:30:00,MS1,Bicycle,49,Outbound,2
85,2023-02-03 00:00:00,MS1,Car,66,Inbound,2
86,2023-02-03 00:30:00,MS1,Car,54,Outbound,1
87,2023-02-03 01:00:00,MS1,Car,59,Inbound,1
88,2023-02-03 01:30:00,MS1,Car,35,Inbound,1
89,2023-02-03 02:00:00,MS1,Motorcycle,32,Inbound,1
90,2023-02-03 02:30:00,MS1,Bus,69,Outbound,2
91,2023-02-03 03:00:00,MS1,Bus,61,Outbound,3
92,2023-02-03 03:30:00,MS1,Car,49,Outbound,1
93,2023-02-03 04:00:00,MS1,Bus,38,Outbound,1
94,2023-02-03 04:30:00,MS1,Bus,36,Outbound,2
95,2023-02-03 05:00:00,MS1,Car,38,Outbound,3
96,2023-02-03 05:30:00,MS1,Bus,47,Outbound,3
97,2023-02-03 06:00:00,MS1,Bicycle,45,Outbound,2
98,2023-02-03 06:30:00,MS1,Truck,56,Outbound,2
99,2023-02-03 07:00:00,MS1,Truck,45,Inbound,3
100,2023-02-03 07:30:00,MS1,Car,42,Outbound,1
101,2023-02-03 08:00:00,MS1,Motorcycle,28,Outbound,3
102,2023-02-03 08:30:00,MS1,Car,31,Outbound,2
103,2023-02-03 09:00:00,MS1,Motorcycle,20,Outbound,1
104,2023-02-03 09:30:00,MS1,Truck,20,Outbound,1
105,2023-02-03 10:00:00,MS1,Car,66,Outbound,2
106,2023-02-03 10:30:00,MS1,Bicycle,53,Outbound,2
107,2023-02-03 11:00:00,MS1,Bus,51,Outbound,2
108,2023-02-03 11:30:00,MS1,Motorcycle,67,Outbound,3
109,2023-02-03 12:00:00,MS1,Bus,44,Outbound,3
110,2023-02-03 12:30:00,MS1,Bus,59,Outbound,1
111,2023-02-03 13:00:00,MS1,Car,64,Inbound,2
112,2023-02-03 13:30:00,MS1,Bus,20,Inbound,1
113,2023-02-03 14:00:00,MS1,Bicycle,35,Outbound,1
114,2023-02-03 14:30:00,MS1,Bus,58,Outbound,1
